Goods Name,Goods Code,출시일,리뉴얼,졸업일,제조국,Goods Category_1.goods,굿즈 Status_1.goods,itemdb (new),HS CODE 및 MBS 유의사항,"판매가(300개,표준인쇄포함)",제품유형_1차분류,제품유형_2차분류,제품유형_3차분류,제품군_일상/계절,제품유형_ESG,IP,출시일/졸업일 비고,PB/NB
케어풀 포켓 새니타이저,CPSY,2020-10-19,,2025-04-30,대한민국,Lifestyle,졸업,"CPSY_PT1603-실버팩_100-2,CPSY_PT1598-실크_1색_케어풀포켓새니타이저_신명인쇄[케어풀포켓새니타이저],CPSY_PT1596-실크_2색_케어풀포켓새니타이저_신명인쇄[케어풀포켓새니타이저],CPSY_PT1595-사각스티커(케어풀포켓새니타이저)_투명,CPSY_PT1599-배경지(커스텀인쇄)_화이트+디지털풀컬러_000-13,CPSY_PT1597-케어풀포켓새니타이저_화이트,CPSY_PT1600-OPP_000-5,CPSY_PT1602-샘플(1색인쇄)[케어풀포켓새니타이저],CPSY_PT1601-샘플(2색인쇄)[케어풀포켓새니타이저],CPSY_PT1318-실버팩_100-1,CPSY_,CPSY_PT2711-케어풀포켓새니타이저_추상적산출물,CPSY_PT3686-조립산출물_케어풀포켓새니타이저","1.수요가 없어 의도적 품절 중으로 판매용으로 판매 전, 내부적으로 품절 해제에 필요한 사항 검토 필요
2.의약외품으로 내부적으로 표시사항 검토 필요하나 협력사와는 협의 불필요","5,000 미만",Lifestyle,위생,손소독제,일상적제품,,,,PB
프로페셔널 와인오프너,PWOP,2021-01-13,,2025-04-30,중국,Wine,졸업,"PWOP_PT1782-레이저각인_프로페셔널와인오프너_상상이상[프로페셔널와인오프너],PWOP_PT1918-색박(음각)_50x50_청산인쇄[커스텀인쇄_오픈박스],PWOP_PT1941-색박(음각)_50x100_청산인쇄[커스텀인쇄_오픈박스],PWOP_PT1959-색박(음각)_100x100_청산인쇄[커스텀인쇄_오픈박스],PWOP_PT1979-색박(음각)_150x200_청산인쇄[커스텀인쇄_오픈박스],PWOP_PT1992-색박(음각)_250x250_청산인쇄[커스텀인쇄_오픈박스],PWOP_PT2001-색박(음각)_250x350_청산인쇄[커스텀인쇄_오픈박스],PWOP_PT0108-오픈박스(스탠다드)_블랙_100-3,PWOP_PT1781-지지대(전용)_블랙_100-3[오픈박스],PWOP_PT1784-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-11[스탠다드_오픈박스],PWOP_PT0010-오픈박스(커스텀인쇄)_블랙_100-3,PWOP_PT1785-웰컴페이퍼(커스텀인쇄)(Small)_화이트+디지털풀컬러_000-3[오픈박스],PWOP_PT1783-프로페셔널와인오프너_블랙,PWOP_PT2649-샘플(본제작과동일옵션)[프로페셔널와인오프너],PWOP_PT1786-오픈박스(커스텀인쇄)(Small)_블랙_100-4,PWOP_PT1787-오픈박스(스탠다드)(Small)_블랙_100-4,PWOP_PT2567-오픈박스_추상적산출물,PWOP_PT2752-샘플(프로페셔널와인오프너),PWOP_PT3596-외주생산총공정산출물_프로페셔널와인오프너,PWOP_PT3746-조립산출물_프로페셔널와인오프너,PWOP_PT3072-에어캡봉투(소)",,"20,000 미만",Wine,와인 악세사리,오프너,일상적제품,,,,NB(브랜드)
일러스트 손수건,ILHC,2019-03-01,,2025-04-30,대한민국,Fabric,졸업,"ILHC_PT1546-일러스트손수건_아이보리,ILHC_PT1542-패브릭디지털_일러스트손수건_승화파트너스[일러스트손수건],ILHC_PT1544-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-48[전용_덮개박스],ILHC_PT1547-덮개박스(커스텀인쇄)_화이트+옵셋풀컬러_100-1,ILHC_PT1548-덮개박스(전용)_그레이_100-1,ILHC_PT1543-OPP_100-2,ILHC_PT1541-지지대_화이트_100-2[일러스트손수건],ILHC_PT1544-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-48[OPP],ILHC_PT1545-덮개박스(커스텀인쇄)_그레이+블랙인쇄_100-1,ILHC_PT1549-덮개박스(커스텀인쇄)_화이트+옵셋지정색_100-1,ILHC_PT2572-일러스트손수건_추상적산출물,ILHC_PT3671-조립산출물_일러스트손수건",,"10,000 미만",Fabric,손수건,손수건,일상적제품,,,,PB
커피 드립백 | BEAN BROTHERS,BEAN,2021-08-26,,2025-04-30,대한민국,Food&Beverage,졸업,"BEAN_PT1056-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-47[씬페이퍼봉투],BEAN_PT1075-브랜딩택(커스텀인쇄)_화이트+디지털풀컬러_000-1[쇼핑백],BEAN_PT0949-씬페이퍼봉투_화이트_100-1,BEAN_PT1414-택끈_블랙_000-1[브랜딩택],BEAN_PT1057-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-46[드립백박스],BEAN_PT1058-쇼핑백(기성)(빈브라더스)_블랙_200-7,BEAN_PT1059-드립백(벨벳화이트)_블랙,BEAN_PT1060-드립백(블랙수트)_블랙,BEAN_PT1061-드립백박스(블랙수트)_블랙,BEAN_PT1062-드립백박스(벨벳화이트)_블랙,BEAN_PT2532-드립백_추상적산출물,BEAN_PT3678-조립산출물_커피드립백BEANBROTHERS",,"5,000 미만",F&B,커피,드립백,일상적제품,,,,NB
트루KF94 프린팅 마스크,TRKF,2021-12-15,,2025-04-30,대한민국,Lifestyle,졸업,"TRKF_PT1687-비닐압착봉투(전용)_100-1[트루KF94프린팅마스크],TRKF_PT1688-트루KF94프린팅마스크(커스텀인쇄)_화이트,TRKF_PT0658-미스트페이퍼봉투_반투명_100-2,TRKF_PT0657-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-70[미스트페이퍼봉투],TRKF_,TRKF_,TRKF_PT1689-샘플(50개단위)_본제작과동일옵션_트루KF94프린팅마스크_더조은주식회사[트루KF94프린팅마스크],TRKF_PT0656-KF94마스크(에어데이즈(대형))_화이트,TRKF_PT2586-트루KF94프린팅마스크_추상적산출물,TRKF_PT3670-조립산출물_트루KF94프린팅마스크","1.수요가 없어 의도적 품절 중으로 판매용으로 판매 전, 내부적으로 품절 해제에 필요한 사항 검토 필요
2.의약외품으로 내부적으로 표시사항 검토 필요하나 협력사와는 협의 불필요
","5,000 미만",Lifestyle,위생,마스크,일상적제품,,,,PB
로지텍 라이트 마우스,MSMO,2024-04-18,,2025-04-30,중국,Tech,졸업,"MSMO_PT3956-라이트마우스_블랙,MSMO_PT3374-주의사항표기서(전용)_화이트,MSMO_PT3957-라이트마우스_화이트,MSMO_PT0388-단품박스(스탠다드)_화이트_000-15,MSMO_PT3959-샘플(실크)_1색_마우스중앙_동일산업[라이트마우스],MSMO_PT3958-실크_1색_마우스중앙_동일산업[라이트마우스],MSMO_PT1046-펠트스트링파우치_화이트_100-2,MSMO_PT3961-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,MSMO_PT3960-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,MSMO_PT3972-외주생산총공정산출물_로지텍라이트마우스,MSMO_PT3973-조립산출물_로지텍라이트마우스,MSMO_PT1046-펠트스트링파우치_화이트_100-2","사각스티커 TMP 생성 완료 
- 무지 제품은 판매 불가 (인쇄 가공 필수)","20,000 미만",Tech,PC/ 노트북 악세사리,마우스,일상적제품,,,,NB
미니멀 무선충전 마우스패드,WLMD,2019-05-01,2023-01-30,2025-02-19,중국,Tech,졸업,"WLMD_PT0932-미니멀무선충전마우스패드(스탠다드)_라떼크림,WLMD_PT0937-미니멀무선충전마우스패드(스탠다드)_블루,WLMD_PT0929-미니멀무선충전마우스패드(스플릿)_라떼크림,WLMD_PT0934-미니멀무선충전마우스패드(스탠다드)_로즈,WLMD_PT0940-미니멀무선충전마우스패드(와이드)_라떼크림,WLMD_PT0928-미니멀무선충전마우스패드(와이드)_더스트그레이,WLMD_PT0923-미니멀무선충전마우스패드(와이드)_로즈,WLMD_PT0938-미니멀무선충전마우스패드(와이드)_블루,WLMD_PT0936-미니멀무선충전마우스패드(스플릿)_블루,WLMD_PT0933-미니멀무선충전마우스패드(스플릿)_더스트그레이,WLMD_PT0930-미니멀무선충전마우스패드(스플릿)_로즈,WLMD_PT0925-실크_미니멀무선충전마우스패드_브로스앤컴퍼니[미니멀무선충전마우스패드],WLMD_PT0924-공박(음각)_미니멀무선충전마우스패드_유엘상사[미니멀무선충전마우스패드],WLMD_PT0645-단품박스(기성(배송용)),WLMD_PT0927-단품박스(전용)(스탠다드)_화이트_200-1,WLMD_PT0922-단품박스(전용)(와이드)_화이트_200-2,WLMD_PT0941-단품박스(커스텀인쇄)(와이드&스플릿)_화이트+옵셋풀컬러_200-2,WLMD_PT0935-단품박스(커스텀인쇄)(스탠다드)_화이트+옵셋풀컬러_200-1,WLMD_PT0931-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-14[전용_단품박스],WLMD_PT0926-미니멀무선충전마우스패드(스탠다드)_더스트그레이,WLMD_PT0939-단품박스(전용)(스플릿)_화이트_200-2,WLMD_PT2520-미니멀무선충전마우스패드_추상적산출물(유엘상사),WLMD_PT2669-단품박스(커스텀인쇄)(와이드)_화이트+옵셋풀컬러_200-2,WLMD_PT2670-단품박스(커스텀인쇄)(스플릿)_화이트+옵셋풀컬러_200-2,WLMD_PT2879-미니멀무선충전마우스패드_추상적산출물(비코어랩),WLMD_PT3099-미니멀무선충전마우스패드(맥스)_팔레트크림,WLMD_PT3100-미니멀무선충전마우스패드(맥스)_딥그린,WLMD_PT3101-미니멀무선충전마우스패드(맥스)_아쿠아블루,WLMD_PT2820-단품박스(전용)(무충마패.스탠다드)_화이트,WLMD_PT2821-단품박스(전용)(무충마패.와이드.스플릿.맥스)_화이트,WLMD_PT3124-사각스티커(커스텀인쇄)(무충마패.와이드)_화이트+디지털풀컬러[단품박스_무충마패.와이드],WLMD_PT3125-사각스티커(커스텀인쇄)(무충마패.스플릿)_화이트+디지털풀컬러[단품박스_무충마패.스플릿],WLMD_PT3123-사각스티커(커스텀인쇄)(무충마패.맥스)_화이트+디지털풀컬러[단품박스_무충마패.맥스],WLMD_PT3126-사각스티커(커스텀인쇄)(무충마패.스탠다드)_화이트+디지털풀컬러[단품박스_무충마패.스탠다드],WLMD_PT3302-미니멀무선충전마우스패드(맥스)_퍼시픽블루,WLMD_PT3301-미니멀무선충전마우스패드(맥스)_그라파이트그레이,WLMD_PT3585-외주생산총공정산출물_미니멀무선충전마우스패드,WLMD_PT3688-조립산출물_미니멀무선충전마우스패드",모든기종 HSCODE 8504.40-3010,"25,000 미만",Tech,충전패드,마우스패드,일상적제품,,,,NB
BringYourCup,BYCT,2018-12-01,,2025-01-31,대한민국,Drinkware,졸업,"BYCT_PT0443-브링유어컵텀블러_바디_아이보리,BYCT_PT0446-브링유어컵텀블러_바디_블랙,BYCT_PT0038-브링유어컵텀블러_바디_브라운,BYCT_PT0444-브링유어컵텀블러_바디_메탈,BYCT_PT0002-레이저각인_BringYourCup_한주텀블러[브링유어컵텀블러_바디],BYCT_PT0003-실크_BringYourCup_한주텀블러[브링유어컵텀블러_바디],BYCT_PT0445-브링유어컵텀블러_리드_블랙,BYCT_PT0455-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-6,BYCT_PT0454-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-17[스탠다드_단품박스],BYCT_PT0453-단품박스(스탠다드)_웜그레이_000-6,BYCT_PT2630-샘플(본제작과동일옵션)[브링유어컵텀블러_바디],BYCT_PT0164-단품박스(스탠다드)(브링유어컵)_그레이_000-18,BYCT_PT0171-실크_단면_BringYourCup_한주텀블러[브링유어컵텀블러_바디],BYCT_PT0172-실크_양면_BringYourCup_한주텀블러[브링유어컵텀블러_바디],BYCT_PT0447-레이저각인_단면_BringYourCup_한주텀블러[브링유어컵텀블러_바디],BYCT_PT0448-레이저각인_양면_BringYourCup_한주텀블러[브링유어컵텀블러_바디],BYCT_PT0449-실크_단면_BringYourCup_믿음뒤나미스[브링유어컵텀블러_바디],BYCT_PT0450-실크_양면_BringYourCup_믿음뒤나미스[브링유어컵텀블러_바디],BYCT_,BYCT_PT0451-샘플(실크)_단면_브링유어컵_믿음뒤나미스[브링유어컵텀블러_바디],BYCT_PT0452-샘플(레이저각인)_단면_브링유어컵_한주텀블러[브링유어컵텀블러_바디],BYCT_PT2683-브링유어컵텀블러_추상적산출물,BYCT_PT3664-조립산출물_BringYourCup","HS CODE 9617.00.9000

(효경)
MBS 발주 시 품질표기스티커 MD팀에 템플릿 제작 요청 필요 ","10,000 미만",Drinkware,텀블러,스텐 텀블러,일상적제품,,,협력사 (강천) 내부적으로 금형 이슈가 있어 장기간 신규 금형 제작 검토하였으나 판매율에 비해 금형제작 비용 부담이 있어 단종처리 하는 것으로 결정,NB
데코 무선 가습기,DCMS,2022-03-04,,2024-12-31,중국,Tech,졸업,"DCMS_PT2128-데코무선가습기,DCMS_PT2131-골지단품박스(스탠다드)_화이트_100-6,DCMS_PT2132-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-79,DCMS_PT2133-지지대(전용)_화이트_000-1,DCMS_,DCMS_PT2134-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러_000-6,DCMS_PT2135-레이저각인_전면하단_30x50_타우하이텍[데코무선가습기],DCMS_PT2136-샘플(레이저각인)_데코무선가습기_타우하이텍[데코무선가습기],DCMS_PT2138-데코스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1,DCMS_PT2140-골지단품박스(기성)_화이트,DCMS_PT2141-골지단품박스(커스텀인쇄)_화이트+옵셋풀컬러_100-6,DCMS_,DCMS_PT2204-주의사항표기서(전용)_화이트_000-7,DCMS_PT2499-데코무선가습기_추상적산출물,DCMS_PT2763-샘플(데코무선가습기),DCMS_PT3567-외주생산총공정산출물_데코무선가습기,DCMS_PT3674-조립산출물_데코무선가습기",,"25,000 미만",Tech,계절가전,가습기,계절적제품: 봄/가을,,,,NB
에너제틱 목마사지기,ENGT,2022-03-24,,2024-11-26,중국,Tech,졸업,"ENGT_PT2221-에너제틱목마사지기_화이트,ENGT_PT2223-레이저각인_리모컨_에너제틱목마사지기_티아솔루션[에너제틱목마사지기],ENGT_PT2224-골지G형박스(기성)_화이트_100-2,ENGT_PT2225-슬리브(커스텀인쇄)_화이트+옵셋풀컬러_100-5[골지G형박스],ENGT_PT2226-주의사항표기서(전용)_화이트_100-1[페이퍼G형박스],ENGT_PT2227-펠트스트링파우치_화이트_200-2[페이퍼G형박스],ENGT_PT2238-샘플(레이저각인)_기기측면_티아솔루션,ENGT_PT2239-샘플(레이저각인)_리모컨_티아솔루션,ENGT_PT2240-샘플(레이저각인)_기기측면&리모컨_티아솔루션,ENGT_PT2222-레이저각인_기기측면_에너제틱목마사지기_티아솔루션[에너제틱목마사지기],ENGT_PT2446-페이퍼G형박스(스탠다드)_화이트,ENGT_PT2447-사각스티커(커스텀인쇄)_화이트+디지털풀컬러[페이퍼G형박스],ENGT_PT2448-페이퍼G형박스(커스텀인쇄)_화이트+옵셋풀컬러,ENGT_PT2462-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄[페이퍼G형박스],ENGT_PT2557-에너제틱목마사지기_추상적산출물,ENGT_PT2765-샘플(에너제틱목마사지기),ENGT_PT0895-유광원형스티커_투명_000-1[페이퍼G형박스],ENGT_PT3598-외주생산총공정산출물_에너제틱목마사지기,ENGT_PT3623-조립산출물_에너제틱목마사지기",,"35,000 미만",Tech,건강가전,마사지기,일상적제품,,,,NB
"No Stress, PD충전기",PDCG,2021-02-05,2022-10-27,2024-10-25,중국,Tech,졸업,"PDCG_PT0106-고속케이블_블랙[노스트레스PD충전기],PDCG_PT0073-노스트레스PD충전기_블랙,PDCG_PT0087-노스트레스PD충전기_화이트,PDCG_PT0382-실크_1색_NoStressPD충전기_엠피맨코리아[노스트레스PD충전기],PDCG_PT0383-실크_2색_NoStressPD충전기_엠피맨코리아[노스트레스PD충전기],PDCG_PT0067-단품박스(전용)_화이트_000-12,PDCG_PT0018-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-12,PDCG_PT1479-펠트스트링파우치_화이트_100-1[단품박스],PDCG_PT1602-샘플(1색인쇄)[노스트레스PD충전기],PDCG_PT1601-샘플(2색인쇄)[노스트레스PD충전기],PDCG_PT0388-단품박스(스탠다드)_화이트_000-15,PDCG_PT0389-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-15,PDCG_PT0384-노스트레스PD충전기(블랙케이블포함)_블랙,PDCG_PT0385-노스트레스PD충전기(화이트케이블포함)_화이트,PDCG_PT0390-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-38,PDCG_PT0386-실크_1색_NoStressPD충전기_신명[노스트레스PD충전기],PDCG_PT0387-실크_2색_NoStressPD충전기_신명[노스트레스PD충전기],PDCG_PT2699-노스트레스PD충전기_추상적산출물,PDCG_PT2758-샘플(노스트레스PD충전기),PDCG_PT2996-노스트레스PD충전기(3포트.블랙케이블포함)_블랙,PDCG_PT2997-노스트레스PD충전기(3포트.화이트케이블포함)_화이트,PDCG_PT2998-노스트레스PD충전기(2포트)_블랙,PDCG_PT2999-노스트레스PD충전기(2포트)_화이트,PDCG_PT3000-실크_투명/실버1색_3포트블랙_동일산업,PDCG_PT3001-실크_실버/지정1색_3포트화이트_동일산업,PDCG_PT3002-샘플(실크)_1색_동일산업,PDCG_PT3003-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러,PDCG_PT3004-실크_투명/실버1색_2포트블랙_동일산업,PDCG_PT3005-실크_실버/지정1색_2포트화이트_동일산업,PDCG_PT1046-펠트스트링파우치_화이트_100-2,PDCG_PT3597-외주생산총공정산출물_노스트레스PD충전기,PDCG_PT3716-조립산출물_NoStressPD충전기",,"50,000 미만",Tech,충전기,PD충전기,일상적제품,,,,NB
스페이스 차량용 청소기,SPAC,2022-10-20,2022-10-20,2024-10-25,중국,Tech,졸업,"SPAC_PT2988-스페이스차량용청소기_블랙,SPAC_PT2169-단품박스(스탠다드)_화이트_100-17,SPAC_PT2991-샘플(실크)_1색_동일산업,SPAC_PT2990-실크_실버1색_동일산업,SPAC_PT2989-실크_유광블랙1색_동일산업,SPAC_PT2172-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_100-17,SPAC_PT2993-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,SPAC_PT2994-웰컴페이퍼(커스텀인쇄)_화이트+디지털풀컬러,SPAC_PT2995-지지대(전용)_화이트,SPAC_PT3578-외주생산총공정산출물_스페이스차량용청소기,SPAC_PT3713-조립산출물_스페이스차량용청소기",,"40,000 미만",Tech,차량용가전,청소기,일상적제품,,,,NB
어태치보조배터리,ATCB,2022-06-22,2023-12-11,2024-08-28,중국,Tech,졸업,"ATCB_PT2444-어태치보조배터리,ATCB_PT0589-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-5,ATCB_PT2605-UV_전면_와이이케이글래스주식회사[어태치보조배터리],ATCB_PT2606-UV_후면거치대_와이이케이글래스주식회사[어태치보조배터리],ATCB_PT2607-샘플(UV인쇄)_전면_와이이케이글래스주식회사,ATCB_PT2608-샘플(UV인쇄)_후면거치대_와이이케이글래스주식회사,ATCB_PT0588-단품박스(스탠다드)_웜그레이_000-5,ATCB_PT2610-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-85,ATCB_PT2611-주의사항표기서(전용)_화이트_000-8,ATCB_PT2613-USB케이블(어태치보조배터리),ATCB_PT2908-어태치보조배터리_추상적산출물,ATCB_PT1046-펠트스트링파우치_화이트_100-2,ATCB_PT3470-사각스티커(커스텀인쇄)(판매용)_화이트+디지털풀컬러,ATCB_PT3591-외주생산총공정산출물_어태치보조배터리,ATCB_PT3613-조립산출물_어태치보조배터리,ATCB_PT3764-어태치보조배터리(8핀),ATCB_PT3332-원형스티커(전용)(8핀)_화이트+디지털풀컬러[어태치보조배터리],ATCB_PT3333-원형스티커(전용)(8핀_키트용)_화이트+디지털풀컬러",,"10,000 미만",Tech,배터리,휴대용,일상적제품,,,,NB
프레시 캘린더,FRCL,2020-08-31,,2024-07-23,대한민국,Stationery,졸업,"FRCL_PT1765-프레시캘린더_커버_화이트+옵셋지정색,FRCL_PT1762-프레시캘린더_커버_화이트+옵셋풀컬러,FRCL_PT1908-색박(음각)_50x50_청산인쇄[프레시캘린더_커버],FRCL_PT1932-색박(음각)_50x100_청산인쇄[프레시캘린더_커버],FRCL_PT1761-프레시캘린더_내지(커스텀인쇄)_화이트+옵셋지정색,FRCL_PT1764-프레시캘린더_내지(커스텀인쇄)_화이트+옵셋풀컬러,FRCL_PT1767-프레시캘린더_스트링_컬러,FRCL_PT1768-프레시캘린더_삼각대_화이트,FRCL_PT1954-색박(음각)_100x100_청산인쇄[프레시캘린더_커버],FRCL_PT1975-색박(음각)_150x200_청산인쇄[프레시캘린더_커버],FRCL_PT1763-OPP(기성)_200-3,FRCL_PT1766-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-20,FRCL_PT1769-교정시트_내지_프레시캘린더_청산인쇄[프레시캘린더_내지],FRCL_PT1770-교정시트_커버_프레시캘린더_청산인쇄[프레시캘린더_커버],FRCL_PT2598-프레시캘린더_추상적산출물,FRCL_PT3733-조립산출물_프레시캘린더",,"10,000 미만",Stationery,캘린더,스프링 캘린더,계절적제품: 겨울,,,,PB
Two-way 에코 쇼핑백,TWOS,2022-02-18,,2024-07-23,중국,Kit Package,졸업,"TWOS_PT0646-쇼핑백(커스텀인쇄)(투웨이에코.L)_그레이_300-1,TWOS_PT1075-브랜딩택(커스텀인쇄)_화이트+디지털풀컬러_000-1,TWOS_PT1414-택끈_블랙_000-1[브랜딩택],TWOS_PT1126-샘플(실크)_1색_전면_투웨이에코쇼핑백_개미기획[쇼핑백],TWOS_PT0648-실크_전면_투웨이에코쇼핑백_개미기획[쇼핑백],TWOS_PT0649-실크_L.후면_투웨이친환경쇼핑백_개미기획[쇼핑백],TWOS_PT0651-실크_XL.후면_투웨이친환경쇼핑백_개미기획[쇼핑백],TWOS_PT1127-샘플(2곳인쇄)[쇼핑백],TWOS_PT0647-쇼핑백(커스텀인쇄)(투웨이에코.XL)_그레이_300-2,TWOS_PT0650-실크_XL.전면_투웨이친환경쇼핑백_개미기획[쇼핑백],TWOS_PT2054-쇼핑백(커스텀인쇄)(투웨이친환경.L)_그레이_300-3,TWOS_PT2055-쇼핑백(커스텀인쇄)(투웨이친환경.XL)_그레이_300-4,TWOS_PT2096-핸들택(투웨이에코쇼핑백)_그레이,TWOS_PT2489-쇼핑백_추상적산출물,TWOS_PT3701-조립산출물_Twoway에코쇼핑백",협력사에 확인 필요,"5,000 미만",Kit ,쇼핑백,그레이,일상적제품,ESG,,,PB
